id,full_address,house_number,street_name,locality1,locality2,locality3,city_town,county,daft_sticker,ad_info,date_of_sale, sold_price_eur , asking_price_eur , price_diff ,bed_no,bath_no,house_type,size
487,29 king street belltree clongriffin dublin 13 dublin,29, king street,belltree,clongriffin,,dublin 13,dublin,,,12/01/2024,"570,000.00","500,000.00","70,000.00",3,3,Detached,113
993,22 gandon avenue lucan dublin,22, gandon avenue,,,,lucan,dublin,,,22/11/2023,"570,000.00","535,000.00","35,000.00",4,3,End of Terrace,139
972,24 bayview drive killiney dublin,24, bayview drive,,,,killiney,dublin,,,06/10/2023,"570,000.00","550,000.00","20,000.00",3,1,Semi-D,88
921,55 donore avenue south circular road dublin 8 dublin,55, donore avenue,south circular road,,,dublin 8,dublin,,ADVANTAGE,24/10/2023,"570,000.00","595,000.00","-25,000.00",2,1,End of Terrace,92
1988,3 the red gap barndarrig kilbride wicklow,3, the red gap,barndarrig,,,kilbride,wicklow,,,03/07/2024,"568,000.00","580,000.00","-12,000.00",4,4,Detached,205
533,13 ramor park blanchardstown dublin 15 dublin,13, ramor park,blanchardstown,,,dublin 15,dublin,,,01/02/2024,"566,000.00","530,000.00","36,000.00",4,2,Semi-D,
619,21 beverly drive knocklyon dublin 16 dublin,21, beverly drive,knocklyon,,,dublin 16,dublin,,,10/10/2023,"565,000.00","525,000.00","40,000.00",3,2,Semi-D,85
1633,13 preston park julianstown meath,13, preston park,,,,julianstown,meath,,,10/11/2023,"565,000.00","535,000.00","30,000.00",4,3,Detached,196
1108,24 cedar close ridgewood swords dublin,24, cedar close,ridgewood,,,swords,dublin,,,16/04/2024,"565,000.00","549,000.00","16,000.00",4,3,Semi-D,152
836,168 harolds cross road harolds cross dublin 6 dublin,168, harolds cross road,harolds cross,,,dublin 6,dublin,,,19/12/2023,"561,000.00","550,000.00","11,000.00",2,1,Terrace,78
1314,10 the gardens westfield leixlip kildare,10, the gardens,westfield,,,leixlip,kildare,,,29/11/2023,"560,000.00","475,000.00","85,000.00",3,3,End of Terrace,119
750,15 northbrook terrace north strand dublin 3 dublin,15, northbrook terrace,north strand,,,dublin 3,dublin,,,17/06/2024,"560,000.00","525,000.00","35,000.00",3,1,Terrace,107
222,23 tower hill kilcoolishal glanmire cork,23, tower hill,kilcoolishal,,,glanmire,cork,VIEWING ADVISED,ADVANTAGE,01/12/2023,"560,000.00","530,000.00","30,000.00",5,3,Detached,282
676,3 willow park westminster park foxrock dublin 18 dublin,3, willow park,westminster park,foxrock,,dublin 18,dublin,,,27/10/2023,"560,000.00","545,000.00","15,000.00",3,1,Terrace,84
501,46 corr castle sutton dublin 13 dublin,46, corr castle,sutton,,,dublin 13,dublin,,,25/01/2024,"560,000.00","550,000.00","10,000.00",2,2,Apartment,90
797,6 thorndale park artane dublin 5 dublin,6, thorndale park,artane,,,dublin 5,dublin,,,14/06/2024,"560,000.00","575,000.00","-15,000.00",4,2,Semi-D,134
961,16 rory oconnor park dun laoghaire dublin,16, rory oconnor park,,,,dun laoghaire,dublin,,ADVANTAGE,05/01/2024,"560,000.00","580,000.00","-20,000.00",3,1,End of Terrace,110
568,38 aspen avenue aspen wood clonsilla dublin 15 dublin,38, aspen avenue,aspen wood,clonsilla,,dublin 15,dublin,,,13/11/2023,"558,000.00","495,000.00","63,000.00",4,3,Semi-D,130
1977,188 heathervue greystones wicklow,188, heathervue,,,,greystones,wicklow,,,08/02/2024,"558,000.00","545,000.00","13,000.00",3,1,Semi-D,82
1629,3 the court sadleir hall dunboyne meath,3, the court,sadleir hall,,,dunboyne,meath,,,24/11/2023,"555,000.00","495,000.00","60,000.00",4,3,Semi-D,120
441,152 hillcrest park glasnevin dublin 11 dublin,152, hillcrest park,glasnevin,,,dublin 11,dublin,,,07/03/2024,"555,000.00","595,000.00","-40,000.00",3,2,Semi-D,
497,23 park street clongriffin dublin 13 dublin,23, park street,clongriffin,,,dublin 13,dublin,,,16/11/2023,"553,000.00","475,000.00","78,000.00",3,2,Terrace,117
97,12 kilmore woods ballinspittle cork,12, kilmore woods,,,,ballinspittle,cork,,,24/11/2023,"550,000.00","550,000.00",0,4,4,Detached,219
923,70b lorcan avenue beaumont dublin 9 dublin,70b, lorcan avenue,beaumont,,,dublin 9,dublin,,,21/03/2024,"550,000.00","550,000.00",0,3,2,Detached,132
443,6 pinewood green glasnevin dublin 11 dublin,6, pinewood green,glasnevin,,,dublin 11,dublin,,,21/12/2023,"550,000.00","495,000.00","55,000.00",6,3,Semi-D,187
376,9 brownsbarn wood citywest dublin,9, brownsbarn wood,,,,citywest,dublin,,,13/09/2023,"550,000.00","515,000.00","35,000.00",4,4,Terrace,176
1168,13 clybaun heights knocknacarra galway,13, clybaun heights,,,,knocknacarra,galway,VIEWING ADVISED,ADVANTAGE,14/11/2023,"550,000.00","560,000.00","-10,000.00",4,2,Detached,150
504,323 nutgrove avenue churchtown dublin 14 dublin,323, nutgrove avenue,churchtown,,,dublin 14,dublin,,,14/03/2024,"550,000.00","575,000.00","-25,000.00",4,2,Terrace,102
1345,14 athgarvan heights newbridge kildare,14, athgarvan heights,,,,newbridge,kildare,,,13/12/2023,"550,000.00","580,000.00","-30,000.00",4,2,Bungalow,
1114,36 the glade athenry galway,36, the glade,,,,athenry,galway,,,24/04/2024,"550,000.00","595,000.00","-45,000.00",5,2,Detached,
445,2 wadelai green glasnevin dublin 11 dublin,2, wadelai green,glasnevin,,,dublin 11,dublin,,ADVANTAGE,05/12/2023,"547,000.00","450,000.00","97,000.00",3,2,End of Terrace,110
361,116 rockford park blackrock dublin,116, rockford park,,,,blackrock,dublin,,,24/04/2024,"547,000.00","545,000.00","2,000.00",3,1,Semi-D,92
1696,42 tegan court screggan tullamore offaly,42, tegan court,screggan,,,tullamore,offaly,,,14/11/2023,"546,000.00","475,000.00","71,000.00",4,3,Detached,198
393,6 beverton lawns donabate dublin,6, beverton lawns,,,,donabate,dublin,VIEWING ADVISED,ADVANTAGE,09/11/2023,"546,000.00","495,000.00","51,000.00",3,3,Semi-D,155
545,20 riverwood lawn castleknock dublin 15 dublin,20, riverwood lawn,castleknock,,,dublin 15,dublin,,,08/11/2023,"545,000.00","545,000.00",0,3,3,Semi-D,110
1456,44 castletroy heights golf links road castletroy limerick,44, castletroy heights,golf links road,,,castletroy,limerick,,,20/12/2023,"545,000.00","465,000.00","80,000.00",4,4,Detached,
978,29 drynam avenue kettles lane kinsealy dublin,29, drynam avenue,kettles lane,,,kinsealy,dublin,,,10/11/2023,"545,000.00","490,000.00","55,000.00",4,3,End of Terrace,140
370,37 brooklawn wood stradbrook road blackrock dublin,37, brooklawn wood,stradbrook road,,,blackrock,dublin,,ADVANTAGE,13/11/2023,"545,000.00","490,000.00","55,000.00",2,2,End of Terrace,63
877,8 great western avenue phibsborough dublin 7 dublin,8, great western avenue,phibsborough,,,dublin 7,dublin,,,10/11/2023,"545,000.00","525,000.00","20,000.00",3,2,Terrace,84
348,1 gerrardstown ballyboughal dublin,1, gerrardstown,,,,ballyboughal,dublin,VIEWING ADVISED,ADVANTAGE,13/02/2024,"545,000.00","540,000.00","5,000.00",2,3,Detached,175
540,8 luttrell park crescent castleknock dublin 15 dublin,8, luttrell park crescent,castleknock,,,dublin 15,dublin,,,05/04/2024,"542,000.00","525,000.00","17,000.00",3,2,Semi-D,106
892,170 oxmantown road stoneybatter dublin 7 dublin,170, oxmantown road,stoneybatter,,,dublin 7,dublin,,,28/11/2023,"540,500.00","495,000.00","45,500.00",2,1,Terrace,65
1097,22 saint columbas rise swords dublin,22, saint columbas rise,,,,swords,dublin,SOUTH FACING,ADVANTAGE,30/11/2023,"540,000.00","499,000.00","41,000.00",4,2,Semi-D,130
779,15 the poolbeg the gasworks south lotts road dublin 4 dublin,15, the poolbeg,the gasworks,south lotts road,,dublin 4,dublin,,,18/10/2023,"540,000.00","525,000.00","15,000.00",2,2,Apartment,75
975,22 glenalua terrace killiney dublin,22, glenalua terrace,,,,killiney,dublin,,,19/12/2023,"540,000.00","545,000.00","-5,000.00",2,1,Semi-D,69
1778,9 the hermitage dunmore east waterford,9, the hermitage,,,,dunmore east,waterford,,,02/11/2023,"540,000.00","550,000.00","-10,000.00",5,3,Detached,158
810,249 raheny road raheny dublin 5 dublin,249, raheny road,raheny,,,dublin 5,dublin,,,30/11/2023,"540,000.00","550,000.00","-10,000.00",3,2,Semi-D,118
390,10 claddagh bailey view dalkey dublin,10, claddagh,bailey view,,,dalkey,dublin,,,10/10/2023,"536,000.00","525,000.00","11,000.00",2,1,Apartment,85
422,30 glasnevin avenue glasnevin dublin 11 dublin,30, glasnevin avenue,glasnevin,,,dublin 11,dublin,,,15/12/2023,"535,000.00","535,000.00",0,3,2,Semi-D,125
471,62 fernhill road manor estate dublin 12 dublin,62, fernhill road,manor estate,,,dublin 12,dublin,,,01/11/2023,"535,000.00","470,000.00","65,000.00",3,2,Semi-D,
440,21 grove park road glasnevin dublin 11 dublin,21, grove park road,glasnevin,,,dublin 11,dublin,,,09/02/2024,"535,000.00","475,000.00","60,000.00",3,2,Semi-D,138
1738,18 radharc na mara strandhill sligo,18, radharc na mara,,,,strandhill,sligo,,,13/10/2023,"535,000.00","495,000.00","40,000.00",4,2,Detached,174
1034,75 saint patricks crescent monkstown dublin,75, saint patricks crescent,,,,monkstown,dublin,,,20/12/2023,"535,000.00","495,000.00","40,000.00",4,4,End of Terrace,120
1069,2 shenick grove skerries dublin,2, shenick grove,,,,skerries,dublin,,,02/11/2023,"535,000.00","549,000.00","-14,000.00",4,1,Detached,
1829,46 kingscourt kings channel waterford city waterford,46, kingscourt,kings channel,,,waterford city,waterford,VIEWING ADVISED,ADVANTAGE,06/11/2023,"535,000.00","575,000.00","-40,000.00",4,3,Detached,
618,16 beverly avenue knocklyon dublin 16 dublin,16, beverly avenue,knocklyon,,,dublin 16,dublin,,,24/11/2023,"532,000.00","495,000.00","37,000.00",3,2,Semi-D,105
924,64 shantalla drive beaumont dublin 9 dublin,64, shantalla drive,beaumont,,,dublin 9,dublin,,,02/11/2023,"530,000.00","450,000.00","80,000.00",3,2,End of Terrace,89
1327,28 parklands square maynooth kildare,28, parklands square,,,,maynooth,kildare,,,05/01/2024,"530,000.00","475,000.00","55,000.00",3,3,Semi-D,116
1268,10 simmonstown manor celbridge kildare,10, simmonstown manor,,,,celbridge,kildare,,,04/03/2024,"530,000.00","485,000.00","45,000.00",3,3,Semi-D,142
116,43 oakdene herons wood carrigaline cork,43, oakdene,herons wood,,,carrigaline,cork,VIEWING ADVISED,ADVANTAGE,06/03/2024,"530,000.00","520,000.00","10,000.00",4,3,Detached,144
538,13 fawn lodge castleknock dublin 15 dublin,13, fawn lodge,castleknock,,,dublin 15,dublin,,,16/02/2024,"530,000.00","520,000.00","10,000.00",2,2,Apartment,
922,27 greenville avenue south circular road dublin 8 dublin,27, greenville avenue,south circular road,,,dublin 8,dublin,SPACIOUS GARDEN,ADVANTAGE,20/10/2023,"530,000.00","525,000.00","5,000.00",2,1,Terrace,73
1035,19 southdene monkstown dublin,19, southdene,,,,monkstown,dublin,,,15/12/2023,"530,000.00","525,000.00","5,000.00",2,1,End of Terrace,57
1812,34 the village ballygunner waterford city waterford,34, the village,ballygunner,,,waterford city,waterford,SCHOOL NEARBY,ADVANTAGE,03/10/2023,"530,000.00","535,000.00","-5,000.00",5,4,Detached,
1365,102 willouise sallins kildare,102, willouise,,,,sallins,kildare,,,21/11/2023,"530,000.00","539,000.00","-9,000.00",4,2,Detached,154
830,5 ramleh hall mount saint annes milltown dublin 6 dublin,5, ramleh hall,mount saint annes,milltown,,dublin 6,dublin,,,07/12/2023,"530,000.00","545,000.00","-15,000.00",2,2,Apartment,75
1808,9 south parade waterford city waterford,9, south parade,,,,waterford city,waterford,VIEWING ADVISED,ADVANTAGE,10/05/2024,"530,000.00","595,000.00","-65,000.00",4,3,Terrace,250
624,5 woodstown hill knocklyon dublin 16 dublin,5, woodstown hill,knocklyon,,,dublin 16,dublin,,,31/10/2023,"529,000.00","510,000.00","19,000.00",3,3,Semi-D,95
1104,1 the old vicarage church road swords dublin,1, the old vicarage,church road,,,swords,dublin,,,30/11/2023,"527,500.00","495,000.00","32,500.00",2,2,End of Terrace,130
886,110 nephin road navan road dublin 7 dublin,110, nephin road,navan road,,,dublin 7,dublin,,,26/01/2024,"527,500.00","525,000.00","2,500.00",3,1,Semi-D,110
546,15 riverwood place castleknock dublin 15 dublin,15, riverwood place,castleknock,,,dublin 15,dublin,,,30/11/2023,"527,500.00","525,000.00","2,500.00",3,3,Semi-D,
75,6 orchard wood dromoland newmarket on fergus clare,6, orchard wood,dromoland,,,newmarket on fergus,clare,,,01/07/2024,"525,000.00","525,000.00",0,3,3,Detached,183
980,75 wyattville park loughlinstown dublin,75, wyattville park,,,,loughlinstown,dublin,,,28/03/2024,"525,000.00","525,000.00",0,4,2,Semi-D,140
1343,48 alder grove oldtown demesne naas kildare,48, alder grove,oldtown demesne,,,naas,kildare,,,26/01/2024,"525,000.00","470,000.00","55,000.00",4,3,End of Terrace,
1293,9 oak park narraghmore kilcullen kildare,9, oak park,narraghmore,,,kilcullen,kildare,,,20/12/2023,"525,000.00","480,000.00","45,000.00",4,3,Bungalow,232
1302,1 the grove earls court kill kildare,1, the grove,earls court,,,kill,kildare,,,13/02/2024,"525,000.00","549,000.00","-24,000.00",4,3,Detached,142
788,19 beech hill crescent donnybrook dublin 4 dublin,19, beech hill crescent,donnybrook,,,dublin 4,dublin,,,28/09/2023,"524,000.00","495,000.00","29,000.00",2,1,Terrace,69
1032,3 waterside crescent waterside malahide dublin,3, waterside crescent,waterside,,,malahide,dublin,,,19/09/2023,"520,000.00","520,000.00",0,4,3,Semi-D,125
902,68 tyrconnell park inchicore dublin 8 dublin,68, tyrconnell park,inchicore,,,dublin 8,dublin,,,20/10/2023,"520,000.00","395,000.00","125,000.00",3,1,Terrace,81
472,9 muckross crescent perrystown dublin 12 dublin,9, muckross crescent,perrystown,,,dublin 12,dublin,,,21/11/2023,"520,000.00","425,000.00","95,000.00",3,1,Terrace,101
1004,12 willsbrook crescent lucan dublin,12, willsbrook crescent,,,,lucan,dublin,,,19/12/2023,"520,000.00","470,000.00","50,000.00",4,3,Semi-D,121
474,78a rockfield avenue perrystown dublin 12 dublin,78a, rockfield avenue,perrystown,,,dublin 12,dublin,,,15/11/2023,"520,000.00","485,000.00","35,000.00",3,1,End of Terrace,87
519,26 nutgrove avenue churchtown rathfarnham dublin 14 dublin,26, nutgrove avenue,churchtown,rathfarnham,,dublin 14,dublin,SPACIOUS GARDEN,ADVANTAGE,03/10/2023,"520,000.00","490,000.00","30,000.00",3,1,Semi-D,90
1063,50 the close citywest village saggart dublin,50, the close,citywest village,,,saggart,dublin,,,19/07/2024,"520,000.00","495,000.00","25,000.00",4,4,Semi-D,146
866,241 carnlough road cabra dublin 7 dublin,241, carnlough road,cabra,,,dublin 7,dublin,,,18/04/2024,"520,000.00","525,000.00","-5,000.00",5,2,Semi-D,113
371,12 cedar square linden grove grove avenue blackrock dublin,12, cedar square,linden grove,grove avenue,,blackrock,dublin,,,14/12/2023,"520,000.00","525,000.00","-5,000.00",2,1,Terrace,65
1665,27 ledwidge hall slane meath,27, ledwidge hall,,,,slane,meath,,,08/05/2024,"520,000.00","550,000.00","-30,000.00",4,3,Detached,
1317,6 bridge end maynooth kildare,6, bridge end,,,,maynooth,kildare,,,07/12/2023,"519,823.00","575,000.00","-55,177.00",3,,Semi-D,113
749,6 northbrook avenue lower north strand dublin 3 dublin,6, northbrook avenue lower,north strand,,,dublin 3,dublin,,,03/01/2024,"518,000.00","495,000.00","23,000.00",3,2,Terrace,90
1296,2 mountrice park lackagh beg kildare kildare,2, mountrice park,lackagh beg,,,kildare,kildare,,,23/10/2023,"517,500.00","495,000.00","22,500.00",4,3,Detached,258
1460,17 aylesbury clonmacken road clonmacken limerick,17, aylesbury,clonmacken road,,,clonmacken,limerick,,,02/05/2024,"516,000.00","495,000.00","21,000.00",4,3,Detached,254
1303,1 newtown avenue the meadows kill kildare,1, newtown avenue,the meadows,,,kill,kildare,,ADVANTAGE,21/09/2023,"515,418.00","585,000.00","-69,582.00",4,3,Detached,131
644,16 idrone park knocklyon dublin 16 dublin,16, idrone park,knocklyon,,,dublin 16,dublin,,,08/03/2024,"515,000.00","515,000.00",0,2,1,Semi-D,97
1008,2 somerton avenue newcastle road lucan dublin,2, somerton avenue,newcastle road,,,lucan,dublin,,ADVANTAGE,07/06/2024,"515,000.00","485,000.00","30,000.00",3,3,End of Terrace,116
1354,45 old mill race athgarvan newbridge kildare,45, old mill race,athgarvan,,,newbridge,kildare,,,09/11/2023,"515,000.00","495,000.00","20,000.00",4,3,Detached,170
1264,12 castle village walk celbridge kildare,12, castle village walk,,,,celbridge,kildare,,,23/11/2023,"511,000.00","470,000.00","41,000.00",4,3,Semi-D,115
1064,17 sallynoggin road upper sallynoggin dublin,17, sallynoggin road upper,,,,sallynoggin,dublin,,,02/02/2024,"511,000.00","525,000.00","-14,000.00",3,1,Semi-D,86
684,63 harcourt green charlemont street dublin 2 dublin,63, harcourt green,charlemont street,,,dublin 2,dublin,,,14/12/2023,"510,000.00","465,000.00","45,000.00",2,2,Apartment,96
802,29 watermill drive saint annes estate raheny dublin 5 dublin,29, watermill drive,saint annes estate,raheny,,dublin 5,dublin,,,08/03/2024,"510,000.00","475,000.00","35,000.00",3,1,Terrace,85
1269,201 the grove celbridge kildare,201, the grove,,,,celbridge,kildare,,,13/12/2023,"510,000.00","479,950.00","30,050.00",4,2,Detached,134
1734,81 kevinsfort heath strandhill road sligo sligo,81, kevinsfort heath,strandhill road,,,sligo,sligo,,,28/11/2023,"510,000.00","490,000.00","20,000.00",5,3,Detached,159
565,93 hazelbury park castaheany clonee dublin 15 dublin,93, hazelbury park,castaheany,clonee,,dublin 15,dublin,,,18/12/2023,"510,000.00","500,000.00","10,000.00",4,3,Semi-D,123
929,16 chapelgate saint alphonsus road drumcondra dublin 9 dublin,16, chapelgate ,saint alphonsus road,drumcondra,,dublin 9,dublin,,,19/12/2023,"510,000.00","500,000.00","10,000.00",3,2,Apartment,
1000,4 larkfield close lucan dublin,4, larkfield close,,,,lucan,dublin,,,02/02/2024,"510,000.00","525,000.00","-15,000.00",4,3,Semi-D,134
566,18 barnwell green ongar clonee dublin 15 dublin,18, barnwell green,ongar,clonee,,dublin 15,dublin,,,20/06/2024,"510,000.00","525,000.00","-15,000.00",4,3,Detached,129
1291,10 sunnyhill castlemartin lodge kilcullen kildare,10, sunnyhill,castlemartin lodge,,,kilcullen,kildare,,,30/08/2024,"510,000.00","525,000.00","-15,000.00",4,4,Detached,
1172,69 westbrook ballymoneen road knocknacarra galway,69, westbrook,ballymoneen road,,,knocknacarra,galway,,,06/10/2023,"510,000.00","530,000.00","-20,000.00",5,2,Detached,144
1151,12 lower canal road galway city galway,12, lower canal road,,,,galway city,galway,,,21/03/2024,"510,000.00","580,000.00","-70,000.00",4,3,Semi-D,144
950,21 shanglas road santry dublin 9 dublin,21, shanglas road,santry,,,dublin 9,dublin,,,12/12/2023,"506,000.00","475,000.00","31,000.00",3,2,Terrace,128
812,11 waterfall road raheny dublin 5 dublin,11, waterfall road,raheny,,,dublin 5,dublin,,,22/02/2024,"505,000.00","439,000.00","66,000.00",3,1,Terrace,86
231,58 the woods glounthaune cork,58, the woods,,,,glounthaune,cork,,,10/09/2024,"505,000.00","450,000.00","55,000.00",3,3,Semi-D,138
507,30 rosemount estate dundrum dublin 14 dublin,30, rosemount estate,dundrum,,,dublin 14,dublin,,,28/03/2024,"505,000.00","475,000.00","30,000.00",3,1,Terrace,83
723,2 forest park kingswood dublin 24 dublin,2, forest park,kingswood,,,dublin 24,dublin,,,31/05/2024,"505,000.00","485,000.00","20,000.00",3,2,Bungalow,132
654,17 prospect court rathfarnham dublin 16 dublin,17, prospect court,rathfarnham,,,dublin 16,dublin,,,13/02/2024,"505,000.00","495,000.00","10,000.00",3,3,Semi-D,107
766,11 fishermans wharf ringsend dublin 4 dublin,11, fishermans wharf,ringsend,,,dublin 4,dublin,,,30/11/2023,"505,000.00","495,000.00","10,000.00",4,2,Terrace,
1363,501 mylerstown robertstown kildare,501, mylerstown,,,,robertstown,kildare,,,28/11/2023,"505,000.00","499,000.00","6,000.00",5,3,Detached,343
1037,27 the poplars monkstown valley monkstown dublin,27, the poplars,monkstown valley,,,monkstown,dublin,,,30/01/2024,"505,000.00","525,000.00","-20,000.00",2,1,Terrace,62
1068,48a quay street skerries dublin,48a, quay street,,,,skerries,dublin,,,29/04/2024,"503,000.00","495,000.00","8,000.00",2,1,Apartment,63
1569,3 wheatfields stabannan louth,3, wheatfields,,,,stabannan,louth,VIEWING ADVISED,ADVANTAGE,11/06/2024,"503,000.00","499,000.00","4,000.00",5,5,Detached,259
1315,9 beaufield crescent maynooth kildare,9, beaufield crescent,,,,maynooth,kildare,,,21/11/2023,"502,000.00","425,000.00","77,000.00",6,3,Semi-D,
1666,3 glenview gormanstown road stamullen meath,3, glenview,gormanstown road,,,stamullen,meath,,,12/10/2023,"502,000.00","495,000.00","7,000.00",4,3,Detached,181
1663,17 clonkeen fairyhouse road ratoath meath,17, clonkeen,fairyhouse road,,,ratoath,meath,VIEWING ADVISED,ADVANTAGE,09/01/2024,"502,000.00","495,000.00","7,000.00",4,3,Detached,142
919,6 stephens road inchicore dublin 8 dublin,6, stephens road,inchicore,,,dublin 8,dublin,,,02/11/2023,"501,000.00","445,000.00","56,000.00",2,1,Terrace,81
695,161 wheatfield road palmerstown dublin 20 dublin,161, wheatfield road,palmerstown,,,dublin 20,dublin,,,14/02/2024,"500,000.00","399,000.00","101,000.00",3,2,Terrace,107
668,10 sandyford park sandyford dublin 18 dublin,10, sandyford park,sandyford,,,dublin 18,dublin,,,01/02/2024,"500,000.00","425,000.00","75,000.00",3,1,Semi-D,81
1188,73 an fuaran oranmore galway,73, an fuaran,,,,oranmore,galway,,,24/10/2023,"500,000.00","445,000.00","55,000.00",3,3,Semi-D,121
454,280 crumlin road crumlin dublin 12 dublin,280, crumlin road,crumlin,,,dublin 12,dublin,,,15/12/2023,"500,000.00","445,000.00","55,000.00",3,1,Semi-D,93
915,4 abercorn square inchicore dublin 8 dublin,4, abercorn square,inchicore,,,dublin 8,dublin,,,10/11/2023,"500,000.00","450,000.00","50,000.00",4,2,Semi-D,88
242,51 dealg ban ladysbridge cork,51, dealg ban,,,,ladysbridge,cork,,,27/10/2023,"500,000.00","475,000.00","25,000.00",4,3,Detached,181
1275,19 priory green saint raphaels manor celbridge kildare,19, priory green,saint raphaels manor,,,celbridge,kildare,,,13/12/2023,"500,000.00","495,000.00","5,000.00",4,3,Semi-D,136
1019,58 castleheath malahide dublin,58, castleheath,,,,malahide,dublin,VIEWING ADVISED,ADVANTAGE,15/12/2023,"500,000.00","495,000.00","5,000.00",3,3,Duplex,119
649,41 llewellyn close rathfarnham dublin 16 dublin,41, llewellyn close,rathfarnham,,,dublin 16,dublin,,,19/04/2024,"500,000.00","495,000.00","5,000.00",3,2,Semi-D,
1667,10 effernock woods trim meath,10, effernock woods,,,,trim,meath,,,11/12/2023,"500,000.00","525,000.00","-25,000.00",4,3,Detached,162
1984,105 redford park greystones greystones wicklow,105, redford park,greystones,,,greystones,wicklow,,ADVANTAGE,15/12/2023,"500,000.00","525,000.00","-25,000.00",3,2,Semi-D,110
1344,16 oak park narraghmore kildare,16, oak park,,,,narraghmore,kildare,,,14/12/2023,"499,000.00","499,950.00",-950,4,3,Detached,239
1789,4 tivoli terrace tramore waterford,4, tivoli terrace,,,,tramore,waterford,,,29/07/2024,"498,000.00","498,000.00",0,4,3,Terrace,190
551,3 bay meadows crescent hollystown dublin 15 dublin,3, bay meadows crescent,hollystown,,,dublin 15,dublin,VIEWING ADVISED,ADVANTAGE,15/12/2023,"498,000.00","490,000.00","8,000.00",3,3,Semi-D,112
815,28 millbrook village milltown dublin 6 dublin,28, millbrook village,milltown,,,dublin 6,dublin,,,17/11/2023,"498,000.00","495,000.00","3,000.00",2,2,Terrace,64
198,14 the dales maryborough woods douglas cork,14, the dales,maryborough woods,,,douglas,cork,,,23/02/2024,"495,000.00","495,000.00",0,3,3,End of Terrace,135
674,24 the gardens carrickmines manor carrickmines dublin 18 dublin,24, the gardens,carrickmines manor,carrickmines,,dublin 18,dublin,,,06/12/2023,"495,000.00","495,000.00",0,3,2,End of Terrace,107
521,1 meadow park avenue churchtown dublin 14 dublin,1, meadow park avenue,churchtown,,,dublin 14,dublin,,,02/01/2024,"495,000.00","495,000.00",0,3,2,Semi-D,95
814,99 larkfield gardens harolds cross dublin 6 dublin,99, larkfield gardens,harolds cross,,,dublin 6,dublin,,,16/02/2024,"495,000.00","450,000.00","45,000.00",3,1,Terrace,80
600,19 charnwood heath clonsilla dublin 15 dublin,19, charnwood heath,clonsilla,,,dublin 15,dublin,,,22/11/2023,"495,000.00","485,000.00","10,000.00",4,3,Semi-D,
1066,19 kellys bay inlet skerries dublin,19, kellys bay inlet,,,,skerries,dublin,,,27/10/2023,"495,000.00","490,000.00","5,000.00",3,3,Semi-D,
110,4 ard dara crescent station road blarney cork,4, ard dara crescent,station road,,,blarney,cork,SOUTH FACING,ADVANTAGE,31/05/2024,"495,000.00","525,000.00","-30,000.00",5,4,Detached,189
1047,90 torcaill portmarnock dublin,90, torcaill,,,,portmarnock,dublin,,,08/12/2023,"493,000.00","445,000.00","48,000.00",2,1,Terrace,82
831,32 kilvere park cypress downs templeogue dublin 6 dublin,32, kilvere park,cypress downs,templeogue,,dublin 6,dublin,,,20/10/2023,"492,000.00","475,000.00","17,000.00",2,2,End of Terrace,76
118,33 maple avenue janeville carrigaline cork,33, maple avenue,janeville,,,carrigaline,cork,ENERGY EFFICIENT,ADVANTAGE,01/12/2023,"491,000.00","475,000.00","16,000.00",4,4,Semi-D,160
344,38 castlegate grove adamstown adamstown dublin,38, castlegate grove,adamstown,,,adamstown,dublin,ENERGY EFFICIENT,ADVANTAGE,12/04/2024,"491,000.00","525,000.00","-34,000.00",4,3,Semi-D,126
985,28 ballyowen drive lucan dublin,28, ballyowen drive,,,,lucan,dublin,,,12/10/2023,"490,000.00","439,000.00","51,000.00",3,3,Semi-D,105
999,71 kew park lucan dublin,71, kew park,,,,lucan,dublin,,,17/11/2023,"490,000.00","450,000.00","40,000.00",3,1,Semi-D,107
500,7 binn eadair view sutton dublin 13 dublin,7, binn eadair view,sutton,,,dublin 13,dublin,,,06/11/2023,"490,000.00","450,000.00","40,000.00",3,2,Terrace,84
520,58 meadow park churchtown dublin 14 dublin,58, meadow park,churchtown,,,dublin 14,dublin,,,20/09/2023,"490,000.00","480,000.00","10,000.00",3,2,Semi-D,83
1084,7 bunbury gate avenue swords dublin,7, bunbury gate avenue,,,,swords,dublin,,ADVANTAGE,19/12/2023,"490,000.00","485,000.00","5,000.00",3,2,Semi-D,
1101,10 windmill avenue swords dublin,10, windmill avenue,,,,swords,dublin,VIEWING ADVISED,ADVANTAGE,17/01/2024,"490,000.00","495,000.00","-5,000.00",4,2,Semi-D,137
1073,4 the rise skerries rock skerries dublin,4, the rise,skerries rock,,,skerries,dublin,,,16/10/2023,"490,000.00","495,000.00","-5,000.00",4,2,Semi-D,110
622,57 delaford avenue knocklyon dublin 16 dublin,57, delaford avenue,knocklyon,,,dublin 16,dublin,,,16/02/2024,"490,000.00","495,000.00","-5,000.00",2,1,Bungalow,92
935,34 dargle road drumcondra dublin 9 dublin,34, dargle road,drumcondra,,,dublin 9,dublin,,,19/12/2023,"490,000.00","545,000.00","-55,000.00",2,1,Terrace,63
480,2 saint marys crescent walkinstown dublin 12 dublin,2, saint marys crescent,walkinstown,,,dublin 12,dublin,,,21/12/2023,"488,000.00","425,000.00","63,000.00",3,2,Terrace,105
